request_id,successful,ttft,request_latency,num_input_tokens,num_output_tokens,decode_speed,submit_time,first_token_time,finish_time,error
doc13_q2,True,1.0320391654968262,26.01332950592041,6015,128,5.123834608049699,1781466732.5589397,1781466733.5909789,1781466758.5722692,
doc12_q2,True,1.0398378372192383,26.01949954032898,6015,128,5.124168674552752,1781466732.5529048,1781466733.5927427,1781466758.5724044,
doc14_q2,True,0.6845593452453613,25.889044284820557,6015,128,5.078461246356156,1781466734.364289,1781466735.0488484,1781466760.2533333,
doc15_q2,True,0.6835982799530029,25.88495182991028,6015,128,5.079092269637914,1781466734.3684843,1781466735.0520825,1781466760.253436,
doc16_q2,True,0.736356258392334,25.86583709716797,6015,128,5.093618957797635,1781466734.5733225,1781466735.3096788,1781466760.4391596,
doc17_q2,True,0.7307963371276855,25.858237743377686,6015,128,5.094032374030819,1781466734.581038,1781466735.3118343,1781466760.4392757,
doc21_q2,True,0.6576783657073975,25.82804298400879,6015,128,5.085345482318961,1781466735.09677,1781466735.7544484,1781466760.924813,
doc20_q2,True,0.6691131591796875,25.834807634353638,6015,128,5.086289199222079,1781466735.0903475,1781466735.7594607,1781466760.9251552,
doc18_q2,True,0.6875684261322021,25.849610090255737,6015,128,5.087027583397756,1781466735.0756335,1781466735.763202,1781466760.9252436,
doc23_q2,True,0.9655556678771973,26.099908590316772,6015,128,5.092631602452097,1781466735.1107543,1781466736.07631,1781466761.2106628,
doc19_q2,True,0.9937145709991455,26.126317501068115,6015,128,5.092986204260568,1781466735.084457,1781466736.0781715,1781466761.2107744,
doc22_q2,True,0.9758303165435791,26.10556936264038,6015,128,5.0935666210143635,1781466735.1052735,1781466736.0811038,1781466761.2108428,
doc24_q2,True,0.74745774269104,25.921254634857178,6015,128,5.084652130479072,1781466757.0818942,1781466757.829352,1781466783.0031488,
doc25_q2,True,0.6327855587005615,25.958457469940186,6015,128,5.05416008106751,1781466758.1990483,1781466758.8318338,1781466784.1575058,
doc27_q2,True,0.749704122543335,25.957693099975586,6015,128,5.077755314578783,1781466758.3896391,1781466759.1393433,1781466784.3473322,
doc26_q2,True,0.7520618438720703,25.959505796432495,6015,128,5.077865103692852,1781466758.3879578,1781466759.1400197,1781466784.3474636,
doc28_q2,True,0.9150714874267578,25.96821165084839,6015,128,5.109139978663594,1781466758.572632,1781466759.4877036,1781466784.5408437,
doc29_q2,True,0.9148547649383545,25.967841386795044,6015,128,5.109171290912295,1781466758.5743117,1781466759.4891665,1781466784.5421531,
doc30_q2,True,0.6680030822753906,25.953069925308228,6015,128,5.062276512639305,1781466760.2536192,1781466760.9216223,1781466786.2066891,
doc31_q2,True,0.666881799697876,25.951871633529663,6015,128,5.062291930556112,1781466760.2550795,1781466760.9219613,1781466786.2069511,
doc32_q2,True,0.77052903175354,25.9539475440979,6015,128,5.082709479543343,1781466760.4394698,1781466761.2099988,1781466786.3934174,
doc33_q2,True,0.7693543434143066,25.95284938812256,6015,128,5.082694033245252,1781466760.4409554,1781466761.2103097,1781466786.3938048,
doc36_q2,True,0.7367076873779297,25.947571277618408,6015,128,5.077176334790483,1781466760.9284632,1781466761.665171,1781466786.8760345,
doc35_q2,True,0.7385702133178711,25.948954343795776,6015,128,5.077272894277535,1781466760.9274082,1781466761.6659784,1781466786.8763626,
doc34_q2,True,0.7411134243011475,25.951080799102783,6015,128,5.077356828630452,1781466760.9253633,1781466761.6664767,1781466786.876444,
doc38_q2,True,0.8028767108917236,25.978734254837036,6015,128,5.084235950118945,1781466761.21265,1781466762.0155268,1781466787.1913843,
doc39_q2,True,0.8031339645385742,25.982728242874146,6015,128,5.083481432825576,1781466761.2136168,1781466762.0167508,1781466787.196345,
doc37_q2,True,0.8069882392883301,25.98538565635681,6015,128,5.083723077356328,1781466761.2110572,1781466762.0180454,1781466787.1964428,
doc40_q2,True,0.7795524597167969,25.956395387649536,6015,128,5.084036960725879,1781466783.00397,1781466783.7835224,1781466808.9603653,
doc41_q2,True,0.6213297843933105,25.9059579372406,6015,128,5.062364343514618,1781466784.1577425,1781466784.7790723,1781466810.0637004,
doc42_q2,True,0.7646543979644775,25.933505535125732,6015,128,5.0856512799271485,1781466784.347694,1781466785.1123483,1781466810.2811995,
doc43_q2,True,0.768136739730835,25.932570219039917,6015,128,5.086544074407447,1781466784.3492436,1781466785.1173804,1781466810.2818139,
doc45_q2,True,0.8868851661682129,25.906107902526855,6015,128,5.116066208323361,1781466784.550146,1781466785.4370313,1781466810.456254,
doc44_q2,True,0.8976485729217529,25.92346501350403,6015,128,5.114718247211032,1781466784.5427084,1781466785.440357,1781466810.4661734,
doc46_q2,True,0.6639742851257324,26.26906132698059,6015,128,4.999006634531931,1781466786.2090013,1781466786.8729756,1781466812.4780626,
doc47_q2,True,0.6612465381622314,26.268474817276,6015,128,4.998588625243821,1781466786.2120585,1781466786.873305,1781466812.4805334,
doc48_q2,True,0.7993419170379639,26.33001685142517,6015,128,5.013576818041622,1781466786.3943598,1781466787.1937017,1781466812.7243767,
doc49_q2,True,0.7946152687072754,26.32511591911316,6015,128,5.013611043227429,1781466786.3993971,1781466787.1940124,1781466812.724513,
doc51_q2,True,0.7936689853668213,26.527195930480957,6015,128,4.974055840577367,1781466786.8785112,1781466787.6721802,1781466813.4057071,
doc52_q2,True,0.7933006286621094,26.52627444267273,6015,128,4.974162758068362,1781466786.879571,1781466787.6728716,1781466813.4058454,
doc50_q2,True,0.7967977523803711,26.52936053276062,6015,128,4.974242211801515,1781466786.8765585,1781466787.6733563,1781466813.405919,
doc55_q2,True,0.8225357532501221,26.591331005096436,6015,128,4.9672481289488655,1781466787.198098,1781466788.0206337,1781466813.789429,
